FIRST_NAME;LAST_NAME;COMPANY;POSITION;BIOGRAPHY;WEBSITE;CITY;COUNTRY;AVAILABILITY;EXPERIENCE_YEARS;HOURLY_RATE;DAILY_RATE;SKILLS_GENERAL;SKILLS_TECH;SKILLS_SOFT;AWARDS;CERTIFICATIONS;STATUS
Thomas;Hoeren;Uni Münster;IT-Recht / Informationssicherheit;IT-Recht / Informationssicherheit bei Uni Münster. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.datenschutzkongress.de/;;;available;;;;IT-Recht, Informationssicherheit;IT-Recht, Informationssicherheit;Präsentation, Kommunikation;;;active
Dieter;Kugelmann;LfDI Rheinland-Pfalz;Datenschutzregulierung;Datenschutzregulierung bei LfDI Rheinland-Pfalz. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.datenschutzkongress.de/;;;available;;;;Datenschutzregulierung;Datenschutzregulierung;Präsentation, Kommunikation;;;active
Philip;Radlanski;Greenberg Traurig;AI / Datenschutz / Cybersecurity;AI / Datenschutz / Cybersecurity bei Greenberg Traurig. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.datenschutzkongress.de/;;;available;;;;AI, Datenschutz, Cybersecurity;AI, Datenschutz, Cybersecurity;Präsentation, Kommunikation;;;active
Thomas;Fuchs;HmbBfDI;Datenschutzpolitik;Datenschutzpolitik bei HmbBfDI. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.datenschutzkongress.de/;;;available;;;;Datenschutzpolitik;Datenschutzpolitik;Präsentation, Kommunikation;;;active
Meike;Kamp;BlnBDI;Datenschutzpolitik;Datenschutzpolitik bei BlnBDI. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.datenschutzkongress.de/;;;available;;;;Datenschutzpolitik;Datenschutzpolitik;Präsentation, Kommunikation;;;active
Philipp;Räther;Allianz Group;Privacy / AI Trust Officer;Privacy / AI Trust Officer bei Allianz Group. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.datenschutzkongress.de/;;;available;;;;Privacy, AI Trust Officer;Privacy, AI Trust Officer;Präsentation, Kommunikation;;;active
Yasmin;Weiß;;KI / Workplace Transformation;KI / Workplace Transformation. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.also.de/;;;available;;;;KI, Workplace Transformation;KI, Workplace Transformation;Präsentation, Kommunikation;;;active
Stefan;Blome;ALSO;CCO / IT-Channel;CCO / IT-Channel bei ALSO. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.also.de/;;;available;;;;CCO, IT-Channel;CCO, IT-Channel;Präsentation, Kommunikation;;;active
Hermann Ludwig;Moeller;ESPI;Science / Policy;Science / Policy bei ESPI. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://live.handelsblatt.com/;;;available;;;;Science, Policy;Science, Policy;Präsentation, Kommunikation;;;active
Thomas;Hemker;;Adversary Analysis;Adversary Analysis. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.security-insider.de/;;;available;;;;Adversary Analysis;Adversary Analysis;Präsentation, Kommunikation;;;active
Kerstin;Zettl-Schabath;;Adversary Analysis;Adversary Analysis. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.security-insider.de/;;;available;;;;Adversary Analysis;Adversary Analysis;Präsentation, Kommunikation;;;active
Swantje;Westpfahl;;Cyber Risks / Geopolitik;Cyber Risks / Geopolitik. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.security-insider.de/;;;available;;;;Cyber Risks, Geopolitik;Cyber Risks, Geopolitik;Präsentation, Kommunikation;;;active
Alexander;Thamm;Alexander Thamm GmbH;Data Science / AI;Data Science / AI bei Alexander Thamm GmbH. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.datafestival.de/;;;available;;;;Data Science, AI;Data Science, AI;Präsentation, Kommunikation;;;active
Saskia;Meier-Andrae;;E-Commerce / Retail;E-Commerce / Retail. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://konferenz.k5.de/;;;available;;;;E-Commerce, Retail;E-Commerce, Retail;Präsentation, Kommunikation;;;active
Aimie-Sarah;Carstensen;;E-Commerce / Retail (Gründerin);E-Commerce / Retail (Gründerin). Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://konferenz.k5.de/;;;available;;;;E-Commerce, Retail (Gründerin);E-Commerce, Retail (Gründerin);Präsentation, Kommunikation;;;active
Alexander;Dumke;;Global eCommerce;Global eCommerce. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://konferenz.k5.de/;;;available;;;;Global eCommerce;Global eCommerce;Präsentation, Kommunikation;;;active
Alexander;Erpenbach;;E-Commerce / Versicherung;E-Commerce / Versicherung. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://konferenz.k5.de/;;;available;;;;E-Commerce, Versicherung;E-Commerce, Versicherung;Präsentation, Kommunikation;;;active
Alexander;Graf;;Media / E-Commerce Publishing;Media / E-Commerce Publishing. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://konferenz.k5.de/;;;available;;;;Media, E-Commerce Publishing;Media, E-Commerce Publishing;Präsentation, Kommunikation;;;active
Anja;Ittrich;;VP E-Commerce & Marketing;VP E-Commerce & Marketing. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://konferenz.k5.de/;;;available;;;;VP E-Commerce & Marketing;VP E-Commerce & Marketing;Präsentation, Kommunikation;;;active
Olaf;Kaiser;Systemhaus-Coach;MSP-Geschäftsmodelle;MSP-Geschäftsmodelle bei Systemhaus-Coach. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://partnernews.sophos.com/;;;available;;;;MSP-Geschäftsmodelle;MSP-Geschäftsmodelle;Präsentation, Kommunikation;;;active
Werner;Vogels;Amazon (CTO);Technology Leadership / Cloud;Technology Leadership / Cloud bei Amazon (CTO). Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.wearedevelopers.com/;;;available;;;;Technology Leadership, Cloud;Technology Leadership, Cloud;Präsentation, Kommunikation;;;active
Dirk;Schrödter;CIO Schleswig-Holstein;Digitale Verwaltung;Digitale Verwaltung bei CIO Schleswig-Holstein. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://live.handelsblatt.com/;;;available;;;;Digitale Verwaltung;Digitale Verwaltung;Präsentation, Kommunikation;;;active
Tim;Höttges;Deutsche Telekom (CEO);Telecom / Digital Transformation;Telecom / Digital Transformation bei Deutsche Telekom (CEO). Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://bigbangfestival.de/;;;available;;;;Telecom, Digital Transformation;Telecom, Digital Transformation;Präsentation, Kommunikation;;;active
Frank;Thelen;Freigeist Capital;Innovation / Investment;Innovation / Investment bei Freigeist Capital. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://bigbangfestival.de/;;;available;;;;Innovation, Investment;Innovation, Investment;Präsentation, Kommunikation;;;active
Marianne;Janik;Google Cloud (VP EMEA North);Cloud Technology;Cloud Technology bei Google Cloud (VP EMEA North). Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://bigbangfestival.de/;;;available;;;;Cloud Technology;Cloud Technology;Präsentation, Kommunikation;;;active
Rolf;Schumann;Schwarz-Digits;AI / Technology;AI / Technology bei Schwarz-Digits. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://bigbangfestival.de/;;;available;;;;AI, Technology;AI, Technology;Präsentation, Kommunikation;;;active
Björn;Ommer;LMU München;Computer Vision / AI;Computer Vision / AI bei LMU München. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://bigbangfestival.de/;;;available;;;;Computer Vision, AI;Computer Vision, AI;Präsentation, Kommunikation;;;active
Christoph;Straub;Barmer (CEO);Healthcare / Digital;Healthcare / Digital bei Barmer (CEO). Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://bigbangfestival.de/;;;available;;;;Healthcare, Digital;Healthcare, Digital;Präsentation, Kommunikation;;;active
Dorothee;Bär;BMFTR;Forschung / KI / Quantentechnologie (BMFTR);Forschung / KI / Quantentechnologie (BMFTR) bei BMFTR. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://aidaq.berlin/;;;available;;;;Forschung, KI, Quantentechnologie (BMFTR);Forschung, KI, Quantentechnologie (BMFTR);Präsentation, Kommunikation;;;active
Aude;Gandon;Nestlé (Global CMO);Marketing / Digital;Marketing / Digital bei Nestlé (Global CMO). Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://dmexco.com/;;;available;;;;Marketing, Digital;Marketing, Digital;Präsentation, Kommunikation;;;active
Tim;Alexander;Deutsche Bank (CMO);Marketing / Finance;Marketing / Finance bei Deutsche Bank (CMO). Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://dmexco.com/;;;available;;;;Marketing, Finance;Marketing, Finance;Präsentation, Kommunikation;;;active
Nadine;Kamski;L'Oréal;Media Director DACH;Media Director DACH bei L'Oréal. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://dmexco.com/;;;available;;;;Media Director DACH;Media Director DACH;Präsentation, Kommunikation;;;active
Christian;Raveaux;REWE Group;Customer Insights & Media;Customer Insights & Media bei REWE Group. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://dmexco.com/;;;available;;;;Customer Insights & Media;Customer Insights & Media;Präsentation, Kommunikation;;;active
Thomas;Wlazik;TikTok (GM DACH);Social Media / Marketing;Social Media / Marketing bei TikTok (GM DACH). Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://dmexco.com/;;;available;;;;Social Media, Marketing;Social Media, Marketing;Präsentation, Kommunikation;;;active
Björn H.;Friedrich;Deutsche Telekom;Cloud Security / Zero Trust;Cloud Security / Zero Trust bei Deutsche Telekom. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.we-conect.com/;;;available;;;;Cloud Security, Zero Trust;Cloud Security, Zero Trust;Präsentation, Kommunikation;;;active
Carsten;Rachfahl;Rachfahl IT-Solutions;Hyper-V / Azure Stack HCI;Hyper-V / Azure Stack HCI bei Rachfahl IT-Solutions. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.cdc-germany.de/;;;available;;;;Hyper-V, Azure Stack HCI;Hyper-V, Azure Stack HCI;Präsentation, Kommunikation;Microsoft MVP;;active
Didier;Van Hoye;;Windows Server / Hybrid Cloud;Windows Server / Hybrid Cloud. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.cdc-germany.de/;;;available;;;;Windows Server, Hybrid Cloud;Windows Server, Hybrid Cloud;Präsentation, Kommunikation;Microsoft MVP;;active
Eric;Berg;;Azure / Cloud;Azure / Cloud. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.cdc-germany.de/;;;available;;;;Azure, Cloud;Azure, Cloud;Präsentation, Kommunikation;Microsoft MVP;;active
Thomas;Maurer;;Azure / Hybrid Cloud;Azure / Hybrid Cloud. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.cdc-germany.de/;;;available;;;;Azure, Hybrid Cloud;Azure, Hybrid Cloud;Präsentation, Kommunikation;Microsoft MVP;;active
Marcel;Zehner;;Cloud & Datacenter Management;Cloud & Datacenter Management. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.cdc-germany.de/;;;available;;;;Cloud & Datacenter Management;Cloud & Datacenter Management;Präsentation, Kommunikation;Microsoft MVP;;active
Immanuel;Bär;;White-Hat-Hacker / Cybersecurity;White-Hat-Hacker / Cybersecurity. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.inno-it.de/;;;available;;;;White-Hat-Hacker, Cybersecurity;White-Hat-Hacker, Cybersecurity;Präsentation, Kommunikation;;;active
Wolfgang;Ehrk;DIERCK GROUP (CEO);IT-Panel;IT-Panel bei DIERCK GROUP (CEO). Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.inno-it.de/;;;available;;;;IT-Panel;IT-Panel;Präsentation, Kommunikation;;;active
Tommy;Grosche;Fortinet;Network Security;Network Security bei Fortinet. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.fortinet.com/;;;available;;;;Network Security;Network Security;Präsentation, Kommunikation;;;active
Andreas;Livert;Extreme Networks;VP Sales DACH / Networking;VP Sales DACH / Networking bei Extreme Networks. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.inno-it.de/;;;available;;;;VP Sales DACH, Networking;VP Sales DACH, Networking;Präsentation, Kommunikation;;;active
Sylvia;Lösel;IT-Business Magazin;IT Media / Panel;IT Media / Panel bei IT-Business Magazin. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.inno-it.de/;;;available;;;;IT Media, Panel;IT Media, Panel;Präsentation, Kommunikation;;;active
Isabell;Welpe;TUM;Strategie / AI;Strategie / AI bei TUM. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.inno-it.de/;;;available;;;;Strategie, AI;Strategie, AI;Präsentation, Kommunikation;;;active
Katharina;Zweig;TU Kaiserslautern;AI / Algorithmen;AI / Algorithmen bei TU Kaiserslautern. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.inno-it.de/;;;available;;;;AI, Algorithmen;AI, Algorithmen;Präsentation, Kommunikation;;;active
Mojib;Latif;GEOMAR;Klimaforschung & AI;Klimaforschung & AI bei GEOMAR. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.inno-it.de/;;;available;;;;Klimaforschung & AI;Klimaforschung & AI;Präsentation, Kommunikation;;;active
August-Wilhelm;Scheer;;IT / Wirtschaftsinformatik;IT / Wirtschaftsinformatik. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://it-con-messe.de/;;;available;;;;IT, Wirtschaftsinformatik;IT, Wirtschaftsinformatik;Präsentation, Kommunikation;;;active
Martin;Kasparick;;Sichere Kommunikation;Sichere Kommunikation. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.pmrexpo.com/;;;available;;;;Sichere Kommunikation;Sichere Kommunikation;Präsentation, Kommunikation;;;active
Helen;Kuhlmann;;KRITIS / BOS-Digitalfunk;KRITIS / BOS-Digitalfunk. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.pmrexpo.com/;;;available;;;;KRITIS, BOS-Digitalfunk;KRITIS, BOS-Digitalfunk;Präsentation, Kommunikation;;;active
Peter;Gentsch;;Digital Disruption / AI;Digital Disruption / AI. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.ccw.eu/;;;available;;;;Digital Disruption, AI;Digital Disruption, AI;Präsentation, Kommunikation;;;active
Marcus;Keupp;;Business / Strategie;Business / Strategie. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.ccw.eu/;;;available;;;;Business, Strategie;Business, Strategie;Präsentation, Kommunikation;;;active
Fabian;Hemmert;;User Experience / Technology;User Experience / Technology. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.ccw.eu/;;;available;;;;User Experience, Technology;User Experience, Technology;Präsentation, Kommunikation;;;active
Christian;Wuttke;Schwarz Group;Chat & Voice Technology;Chat & Voice Technology bei Schwarz Group. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.ccw.eu/;;;available;;;;Chat & Voice Technology;Chat & Voice Technology;Präsentation, Kommunikation;;;active
Philipp;Heltewig;NiCE;Conversational AI;Conversational AI bei NiCE. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.ccw.eu/;;;available;;;;Conversational AI;Conversational AI;Präsentation, Kommunikation;;;active
Anna;Mutska;;Conversational AI;Conversational AI. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://www.ccw.eu/;;;available;;;;Conversational AI;Conversational AI;Präsentation, Kommunikation;;;active
Florian;Augthun;Ströer SE;Cyber Security Architecture;Cyber Security Architecture bei Ströer SE. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://dach.cyberseries.io/;;;available;;;;Cyber Security Architecture;Cyber Security Architecture;Präsentation, Kommunikation;;;active
Daniel;Maier-Johnson;Kuehne+Nagel;CISO / Enterprise Cybersecurity;CISO / Enterprise Cybersecurity bei Kuehne+Nagel. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://dach.cyberseries.io/;;;available;;;;CISO, Enterprise Cybersecurity;CISO, Enterprise Cybersecurity;Präsentation, Kommunikation;;;active
Chuks;Ojeme;;Cybersecurity Thought Leadership;Cybersecurity Thought Leadership. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://dach.cyberseries.io/;;;available;;;;Cybersecurity Thought Leadership;Cybersecurity Thought Leadership;Präsentation, Kommunikation;;;active
Katarzyna;Bukowska;;Cyber Security Operations;Cyber Security Operations. Speaker aus dem Event-Datensatz 2026 (Profil zur Prüfung).;https://dach.cyberseries.io/;;;available;;;;Cyber Security Operations;Cyber Security Operations;Präsentation, Kommunikation;;;active
